patch_id,solver,measurement_residual,coefficient_error,DC_error,AC_error,patch_psnr
269,OMP,0.000000,0.759962,0.222055,0.726797,20.45
269,LASSO-ADMM,0.077384,1.108285,0.728525,0.835193,17.17
270,ASL-SR-DPT,0.410028,0.478910,0.116044,0.464638,24.46
270,OMP,0.000000,0.717417,0.100794,0.710302,20.95
270,LASSO-ADMM,0.082819,0.864306,0.473049,0.723359,19.33
271,ASL-SR-DPT,0.427829,0.588149,0.128856,0.573860,22.67
271,OMP,0.000000,0.680777,0.112250,0.671459,21.40
271,LASSO-ADMM,0.076242,0.868738,0.416248,0.762524,19.28
272,ASL-SR-DPT,0.541957,0.686312,0.316294,0.609083,21.33
272,OMP,0.000000,0.753581,0.066193,0.750668,20.52
272,LASSO-ADMM,0.076246,0.975502,0.590655,0.776357,18.28
273,ASL-SR-DPT,0.571684,0.682623,0.156508,0.664439,21.38
273,OMP,0.000031,1.062538,0.576226,0.892721,17.53
273,LASSO-ADMM,0.085255,0.966676,0.455936,0.852399,18.36
274,ASL-SR-DPT,0.619672,0.638611,0.174510,0.614304,21.96
274,OMP,0.000000,0.820418,0.214535,0.791871,19.78
274,LASSO-ADMM,0.076027,0.990069,0.621831,0.770431,18.15
275,ASL-SR-DPT,0.577711,0.605426,0.019540,0.605110,22.42
275,OMP,0.000000,0.887803,0.156226,0.873949,19.10
275,LASSO-ADMM,0.082087,0.901595,0.486518,0.759061,18.96
276,ASL-SR-DPT,0.515042,0.861078,0.462862,0.726095,19.36
276,OMP,0.000000,1.056510,0.030424,1.056072,17.58
276,LASSO-ADMM,0.094685,1.024108,0.674981,0.770194,17.85
277,ASL-SR-DPT,0.780388,0.568709,0.059310,0.565608,22.96
277,OMP,0.000000,0.859726,0.101270,0.853741,19.37
277,LASSO-ADMM,0.075664,0.871666,0.539289,0.684814,19.25
278,ASL-SR-DPT,0.698128,0.751155,0.092471,0.745442,20.55
278,OMP,0.000000,0.974861,0.152676,0.962831,18.28
278,LASSO-ADMM,0.077895,1.175096,0.690867,0.950555,16.66
279,ASL-SR-DPT,0.958486,1.151115,0.360733,1.093132,16.84
279,OMP,0.000000,1.914649,0.381309,1.876296,12.42
279,LASSO-ADMM,0.082253,1.636207,1.046916,1.257434,13.79
280,ASL-SR-DPT,0.835776,1.343086,0.481516,1.253803,15.50
280,OMP,0.000000,1.427939,0.345225,1.385579,14.97
280,LASSO-ADMM,0.102411,1.384020,0.765875,1.152799,15.24
281,ASL-SR-DPT,1.121190,1.442449,0.192190,1.429588,14.88
281,OMP,0.000000,1.179191,0.249966,1.152392,16.63
281,LASSO-ADMM,0.093173,1.511423,0.852068,1.248350,14.47
282,ASL-SR-DPT,1.072963,1.448036,0.282762,1.420160,14.85
282,OMP,0.000000,1.957829,0.392049,1.918174,12.23
282,LASSO-ADMM,0.081584,1.543307,0.777210,1.333320,14.29
283,ASL-SR-DPT,1.156565,1.483663,0.204083,1.469560,14.64
283,OMP,0.000000,1.852730,0.053516,1.851957,12.71
283,LASSO-ADMM,0.078766,1.258805,0.622065,1.094361,16.06
284,ASL-SR-DPT,0.991222,1.858529,0.894883,1.628900,12.68
284,OMP,0.000012,2.368727,0.677680,2.269717,10.57
284,LASSO-ADMM,0.088865,1.741934,1.070906,1.373862,13.24
285,ASL-SR-DPT,1.155803,1.604575,0.314510,1.573450,13.95
285,OMP,0.000000,1.939164,0.395544,1.898395,12.31
285,LASSO-ADMM,0.090064,1.663895,0.674567,1.521021,13.64
286,ASL-SR-DPT,1.045927,1.681831,0.152759,1.674879,13.55
286,OMP,0.000016,1.940299,0.189847,1.930989,12.30
286,LASSO-ADMM,0.110206,1.486671,0.503355,1.398866,14.62
287,ASL-SR-DPT,1.011352,1.559711,0.430527,1.499114,14.20
287,OMP,0.000000,1.292277,0.324677,1.250825,15.83
287,LASSO-ADMM,0.095986,1.426558,0.765045,1.204066,14.98
288,ASL-SR-DPT,1.168697,1.594996,0.247052,1.575747,14.01
288,OMP,0.000000,1.515971,0.382023,1.467047,14.45
288,LASSO-ADMM,0.100761,1.455683,0.685047,1.284415,14.80
289,ASL-SR-DPT,1.062778,1.565583,0.015351,1.565508,14.17
289,OMP,0.000000,2.384933,0.228087,2.374001,10.51
289,LASSO-ADMM,0.092405,1.329747,0.348634,1.283231,15.59
290,ASL-SR-DPT,1.031356,1.716974,0.132940,1.711820,13.37
290,OMP,0.000000,1.702405,0.097885,1.699589,13.44
290,LASSO-ADMM,0.101979,1.348196,0.378221,1.294056,15.47
291,ASL-SR-DPT,1.206411,1.640185,0.005839,1.640175,13.76
291,OMP,0.000000,2.012025,0.102178,2.009429,11.99
291,LASSO-ADMM,0.087861,1.304374,0.329320,1.262117,15.75
292,ASL-SR-DPT,0.916921,1.184299,0.368979,1.125353,16.59
292,OMP,0.000000,1.356893,0.344896,1.312329,15.41
292,LASSO-ADMM,0.093498,1.248884,0.659062,1.060824,16.13
293,ASL-SR-DPT,0.947444,1.428560,0.031661,1.428209,14.96
293,OMP,0.000000,1.502432,0.338129,1.463888,14.53
293,LASSO-ADMM,0.098742,1.126748,0.407693,1.050404,17.03
294,ASL-SR-DPT,0.901079,1.285189,0.353873,1.235510,15.88
294,OMP,0.000000,1.466118,0.509245,1.374835,14.74
294,LASSO-ADMM,0.091635,1.570073,0.936747,1.260013,14.14
295,ASL-SR-DPT,0.967111,1.310770,0.043012,1.310064,15.71
295,OMP,0.000000,1.360929,0.280998,1.331604,15.39
295,LASSO-ADMM,0.095655,1.384181,0.561739,1.265071,15.24
296,ASL-SR-DPT,1.150781,1.373920,0.237924,1.353162,15.30
296,OMP,0.000000,1.433007,0.188779,1.420518,14.94
296,LASSO-ADMM,0.087211,1.361009,0.676271,1.181102,15.38
297,ASL-SR-DPT,1.098836,1.325697,0.186139,1.312564,15.61
297,OMP,0.000000,1.367233,0.079821,1.364901,15.34
297,LASSO-ADMM,0.076301,1.454193,0.775176,1.230357,14.81
298,ASL-SR-DPT,0.970706,1.304988,0.125588,1.298931,15.75
298,OMP,0.000000,1.167092,0.277263,1.133679,16.72
298,LASSO-ADMM,0.091985,1.039009,0.401740,0.958199,17.73
299,ASL-SR-DPT,0.893763,1.223547,0.203973,1.206425,16.31
299,OMP,0.000000,1.391317,0.016738,1.391216,15.19
299,LASSO-ADMM,0.075794,0.867604,0.294066,0.816249,19.30
300,ASL-SR-DPT,0.736194,0.820677,0.203285,0.795102,19.78
300,OMP,0.000000,1.531540,0.309793,1.499881,14.36
300,LASSO-ADMM,0.082596,0.646851,0.030687,0.646123,21.85
301,ASL-SR-DPT,0.709672,0.904439,0.290605,0.856481,18.93
301,OMP,0.000000,0.800810,0.223658,0.768943,19.99
301,LASSO-ADMM,0.083394,0.649616,0.046772,0.647930,21.81
302,ASL-SR-DPT,0.833082,1.135549,0.221494,1.113738,16.96
302,OMP,0.000000,0.959036,0.148948,0.947399,18.43
302,LASSO-ADMM,0.081473,0.719168,0.201504,0.690362,20.93
303,ASL-SR-DPT,0.951775,1.240890,0.171154,1.229030,16.19
303,OMP,0.000000,1.205877,0.176226,1.192931,16.44
303,LASSO-ADMM,0.093448,1.156132,0.492640,1.045919,16.80
304,ASL-SR-DPT,0.986504,1.192400,0.133177,1.184939,16.53
304,OMP,0.000000,0.762306,0.064886,0.759539,20.42
304,LASSO-ADMM,0.081713,0.869553,0.342520,0.799251,19.28
305,ASL-SR-DPT,1.100725,1.324821,0.008117,1.324796,15.62
305,OMP,0.000000,1.062382,0.034096,1.061835,17.54
305,LASSO-ADMM,0.071812,1.038736,0.419215,0.950384,17.73
306,ASL-SR-DPT,0.938363,1.252960,0.035810,1.252448,16.10
306,OMP,0.000014,1.700158,0.305181,1.672543,13.45
306,LASSO-ADMM,0.092919,1.052779,0.391634,0.977224,17.62
307,ASL-SR-DPT,0.905059,1.168467,0.228478,1.145911,16.71
307,OMP,0.000000,1.627203,0.130531,1.621959,13.83
307,LASSO-ADMM,0.089653,1.189024,0.577220,1.039517,16.56
308,ASL-SR-DPT,0.939246,1.336971,0.601585,1.193979,15.54
308,OMP,0.000000,1.282794,0.186053,1.269230,15.90
308,LASSO-ADMM,0.071850,0.904759,0.161352,0.890255,18.93
309,ASL-SR-DPT,0.767849,0.994994,0.178547,0.978843,18.11
309,OMP,0.000000,1.052046,0.187851,1.035139,17.62
309,LASSO-ADMM,0.085917,0.719065,0.238455,0.678376,20.93
310,ASL-SR-DPT,0.622403,1.037791,0.182354,1.021645,17.74
310,OMP,0.000000,1.178245,0.052422,1.177078,16.64
310,LASSO-ADMM,0.093709,0.823427,0.082776,0.819256,19.75
311,ASL-SR-DPT,0.873172,1.013490,0.054493,1.012024,17.95
311,OMP,0.000000,1.165586,0.083286,1.162607,16.73
311,LASSO-ADMM,0.090830,0.777736,0.289331,0.721915,20.25
312,ASL-SR-DPT,0.899608,1.084521,0.158167,1.072925,17.36
312,OMP,0.000000,1.409790,0.216822,1.393017,15.08
312,LASSO-ADMM,0.080942,0.738788,0.136965,0.725981,20.69
313,ASL-SR-DPT,0.936647,1.066965,0.310154,1.020891,17.50
313,OMP,0.000000,0.882037,0.138802,0.871047,19.15
313,LASSO-ADMM,0.078185,1.069708,0.640732,0.856585,17.48
314,ASL-SR-DPT,0.908529,0.938237,0.182313,0.920354,18.62
314,OMP,0.000000,0.933909,0.068093,0.931423,18.66
314,LASSO-ADMM,0.078685,0.902677,0.379158,0.819185,18.95
315,ASL-SR-DPT,0.925392,0.861430,0.023231,0.861117,19.36
315,OMP,0.000000,1.095695,0.227109,1.071900,17.27
315,LASSO-ADMM,0.079295,1.050060,0.530538,0.906177,17.64
316,ASL-SR-DPT,0.681192,1.218286,0.709892,0.990088,16.35
316,OMP,0.000000,0.775085,0.045288,0.773761,20.27
316,LASSO-ADMM,0.070630,2.056171,1.409556,1.496994,11.80
317,ASL-SR-DPT,0.617044,1.115172,0.792640,0.784430,17.11
317,OMP,0.000019,0.753393,0.079110,0.749228,20.52
317,LASSO-ADMM,0.091415,1.819567,1.257957,1.314674,12.86
318,ASL-SR-DPT,0.794149,1.109378,0.422878,1.025618,17.16
318,OMP,0.000000,0.997477,0.015854,0.997351,18.08
318,LASSO-ADMM,0.076158,1.832919,1.172261,1.409041,12.80
319,ASL-SR-DPT,0.878149,1.620025,0.872772,1.364826,13.87
319,OMP,0.000000,1.419716,0.107779,1.415619,15.02
319,LASSO-ADMM,0.098522,2.110311,1.337025,1.632721,11.57
320,ASL-SR-DPT,1.005731,1.858616,0.882499,1.635741,12.68
320,OMP,0.000000,0.855889,0.011365,0.855813,19.41
320,LASSO-ADMM,0.084794,2.146338,1.401552,1.625551,11.43
321,ASL-SR-DPT,1.025750,1.902075,0.889673,1.681181,12.48
321,OMP,0.000000,1.321361,0.327128,1.280227,15.64
321,LASSO-ADMM,0.073674,2.055416,1.382786,1.520736,11.80
322,ASL-SR-DPT,0.546396,1.057885,0.584147,0.881982,17.57
322,OMP,0.000000,1.238976,0.005123,1.238966,16.20
322,LASSO-ADMM,0.091536,1.508279,1.006081,1.123703,14.49
323,ASL-SR-DPT,0.612606,1.092215,0.551194,0.942930,17.30
323,OMP,0.000000,0.903345,0.322467,0.843829,18.94
323,LASSO-ADMM,0.085745,1.307274,0.830405,1.009650,15.73
324,ASL-SR-DPT,0.756236,1.300849,0.355145,1.251432,15.78
324,OMP,0.000000,0.984686,0.109569,0.978571,18.20
324,LASSO-ADMM,0.075350,1.261807,0.731107,1.028416,16.04
325,ASL-SR-DPT,0.836236,1.104616,0.032384,1.104141,17.20
325,OMP,0.000000,1.475001,0.154136,1.466926,14.69
325,LASSO-ADMM,0.088113,1.240653,0.681591,1.036656,16.19
326,ASL-SR-DPT,0.816021,0.931404,0.010284,0.931348,18.68
326,OMP,0.000000,1.020927,0.003151,1.020922,17.88
326,LASSO-ADMM,0.080281,1.074371,0.625253,0.873689,17.44
327,ASL-SR-DPT,0.779247,1.105079,0.225732,1.081779,17.19
327,OMP,0.000000,1.364351,0.203567,1.349079,15.36
327,LASSO-ADMM,0.088431,1.431115,0.800726,1.186140,14.95
328,ASL-SR-DPT,0.981702,1.296398,0.421682,1.225901,15.81
328,OMP,0.000008,1.247073,0.442588,1.165893,16.14
328,LASSO-ADMM,0.087270,1.988068,1.190486,1.592218,12.09
329,ASL-SR-DPT,0.939425,1.940092,0.609225,1.841956,12.31
329,OMP,0.000000,1.947981,0.000329,1.947981,12.27
329,LASSO-ADMM,0.091040,2.171108,1.198934,1.810046,11.33
330,ASL-SR-DPT,0.982941,2.521299,1.464682,2.052233,10.03
330,OMP,0.000000,2.175701,0.092333,2.173741,11.31
330,LASSO-ADMM,0.085333,2.566566,1.686476,1.934699,9.87
331,ASL-SR-DPT,1.022226,1.958191,1.227516,1.525685,12.22
331,OMP,0.000000,0.942209,0.067198,0.939809,18.58
331,LASSO-ADMM,0.082846,2.899542,2.016960,2.083078,8.82
332,ASL-SR-DPT,0.795194,1.738603,1.324809,1.125887,13.26
332,OMP,0.000000,0.710086,0.184059,0.685817,21.04
332,LASSO-ADMM,0.092567,2.671977,1.963591,1.812118,9.53
333,ASL-SR-DPT,0.546668,1.592011,1.301652,0.916624,14.02
333,OMP,0.000021,0.504750,0.371267,0.341956,24.00
333,LASSO-ADMM,0.091800,2.506511,1.941397,1.585425,10.08
334,ASL-SR-DPT,0.568061,1.535712,1.242839,0.902088,14.34
334,OMP,0.000000,0.629881,0.305649,0.550752,22.08
334,LASSO-ADMM,0.076074,2.534106,1.921713,1.651882,9.99
335,ASL-SR-DPT,0.673282,1.670991,1.276836,1.077915,13.60
335,OMP,0.000052,0.337577,0.034101,0.335851,27.49
335,LASSO-ADMM,0.077432,2.533509,1.864666,1.715135,9.99
336,ASL-SR-DPT,0.578889,1.702219,1.259143,1.145474,13.44
336,OMP,0.000000,0.464429,0.067084,0.459558,24.72
336,LASSO-ADMM,0.084176,2.527477,1.867401,1.703219,10.01
337,ASL-SR-DPT,0.615244,1.772430,1.315165,1.188213,13.09
337,OMP,0.000000,0.398584,0.198960,0.345375,26.05
337,LASSO-ADMM,0.080300,2.565377,1.898621,1.725224,9.88
338,ASL-SR-DPT,0.606489,1.691965,1.326552,1.050241,13.49
338,OMP,0.000000,0.419614,0.233600,0.348579,25.60
338,LASSO-ADMM,0.075320,2.540575,1.918776,1.665179,9.96
339,ASL-SR-DPT,0.636983,1.543443,1.271683,0.874665,14.29
339,OMP,0.000000,0.326019,0.213055,0.246771,27.80
339,LASSO-ADMM,0.080916,2.517439,1.890858,1.661973,10.04
340,ASL-SR-DPT,0.542599,1.607956,1.279271,0.974160,13.94
340,OMP,0.000000,0.259791,0.150313,0.211890,29.77
340,LASSO-ADMM,0.090043,2.503732,1.861924,1.673892,10.09
341,ASL-SR-DPT,0.651650,1.646611,1.326931,0.974979,13.73
341,OMP,0.000000,0.441802,0.032478,0.440606,25.16
341,LASSO-ADMM,0.081436,2.491070,1.842621,1.676359,10.13
342,ASL-SR-DPT,0.580479,1.689704,1.268546,1.116194,13.51
342,OMP,0.000000,0.372153,0.134848,0.346863,26.65
342,LASSO-ADMM,0.089429,2.450320,1.782038,1.681787,10.28
343,ASL-SR-DPT,0.535314,1.449128,1.121714,0.917458,14.84
343,OMP,0.000032,0.330119,0.150769,0.293679,27.69
343,LASSO-ADMM,0.076868,2.456098,1.816792,1.652780,10.26
344,ASL-SR-DPT,0.618020,1.699369,1.269103,1.130147,13.46
344,OMP,0.000000,0.439892,0.117103,0.424018,25.19
344,LASSO-ADMM,0.077880,2.508362,1.842261,1.702338,10.07
345,ASL-SR-DPT,0.593264,1.525926,1.254943,0.868084,14.39
345,OMP,0.000000,0.420044,0.171566,0.383408,25.60
345,LASSO-ADMM,0.086064,2.502339,1.887878,1.642442,10.09
346,ASL-SR-DPT,0.576170,1.684357,1.285550,1.088310,13.53
346,OMP,0.000042,0.367494,0.140440,0.339601,26.76
346,LASSO-ADMM,0.078825,2.532510,1.894953,1.680107,9.99
347,ASL-SR-DPT,0.551983,1.647440,1.304150,1.006604,13.73
347,OMP,0.000035,0.365242,0.187536,0.313420,26.81
347,LASSO-ADMM,0.078503,2.553783,1.909692,1.695549,9.92
348,ASL-SR-DPT,0.612407,1.646700,1.301203,1.009204,13.73
348,OMP,0.000000,0.261184,0.111493,0.236191,29.72
348,LASSO-ADMM,0.084788,2.527506,1.897358,1.669826,10.01
349,ASL-SR-DPT,0.601490,1.691629,1.276987,1.109465,13.50
349,OMP,0.000005,0.365433,0.156121,0.330405,26.81
349,LASSO-ADMM,0.072700,2.541994,1.835828,1.758258,9.96
350,ASL-SR-DPT,0.513386,1.335560,1.078141,0.788247,15.55
350,OMP,0.000000,0.342876,0.131143,0.316805,27.36
350,LASSO-ADMM,0.083430,2.535630,1.904380,1.674144,9.98
351,ASL-SR-DPT,0.541699,1.788771,1.385878,1.130948,13.01
351,OMP,0.000000,0.410204,0.294746,0.285294,25.80
351,LASSO-ADMM,0.082690,2.529117,1.905827,1.662605,10.00
352,ASL-SR-DPT,0.552582,1.343959,1.052615,0.835600,15.49
352,OMP,0.000034,0.457038,0.205484,0.408240,24.86
352,LASSO-ADMM,0.085857,2.512339,1.861631,1.687062,10.06
353,ASL-SR-DPT,0.611922,1.644381,1.279281,1.033165,13.74
353,OMP,0.000008,0.492862,0.195367,0.452488,24.21
353,LASSO-ADMM,0.080040,2.538373,1.880956,1.704506,9.97
354,ASL-SR-DPT,0.643092,1.645069,1.336391,0.959329,13.74
354,OMP,0.000000,0.368441,0.137132,0.341970,26.73
354,LASSO-ADMM,0.076696,2.571200,1.899192,1.733245,9.86
355,ASL-SR-DPT,0.548743,1.580825,1.244306,0.975044,14.08
355,OMP,0.000000,0.407518,0.214961,0.346212,25.86
355,LASSO-ADMM,0.085339,2.528090,1.897846,1.670155,10.01
356,ASL-SR-DPT,0.587471,1.541489,1.229395,0.929933,14.30
356,OMP,0.000000,0.395908,0.265922,0.293307,26.11
356,LASSO-ADMM,0.075304,2.545540,1.918566,1.672985,9.95
357,ASL-SR-DPT,0.595043,1.627819,1.305261,0.972670,13.83
357,OMP,0.000010,0.338551,0.116561,0.317853,27.47
357,LASSO-ADMM,0.082048,2.526293,1.897443,1.667893,10.01
358,ASL-SR-DPT,0.629969,1.450815,1.130045,0.909869,14.83
358,OMP,0.000000,0.360347,0.023526,0.359578,26.93
358,LASSO-ADMM,0.076431,2.552779,1.870754,1.736940,9.92
359,ASL-SR-DPT,0.539080,1.675848,1.331033,1.018243,13.58
359,OMP,0.000000,0.678969,0.442030,0.515372,21.42
359,LASSO-ADMM,0.080715,2.536395,1.941835,1.631739,9.98
360,ASL-SR-DPT,0.568700,1.770982,1.384434,1.104409,13.10
360,OMP,0.000000,0.530326,0.339944,0.407042,23.57
360,LASSO-ADMM,0.089897,2.548272,1.940834,1.651318,9.94
361,ASL-SR-DPT,0.631833,1.576596,1.177080,1.048874,14.11
361,OMP,0.000049,0.615011,0.164108,0.592712,22.28
361,LASSO-ADMM,0.072688,2.363407,1.778369,1.556630,10.59
362,ASL-SR-DPT,0.696933,1.788903,1.322473,1.204673,13.01
362,OMP,0.000000,0.551402,0.275713,0.477521,23.23
362,LASSO-ADMM,0.074496,2.458778,1.766323,1.710467,10.25
363,ASL-SR-DPT,0.699303,1.494944,1.100560,1.011744,14.57
363,OMP,0.000032,0.620604,0.187816,0.591501,22.21
363,LASSO-ADMM,0.084074,2.335635,1.716608,1.583808,10.69
364,ASL-SR-DPT,0.686367,1.265819,0.907012,0.882965,16.01
364,OMP,0.000000,0.688778,0.226697,0.650402,21.30
364,LASSO-ADMM,0.089319,2.439817,1.802921,1.643833,10.31
365,ASL-SR-DPT,0.597577,1.536051,1.194232,0.966056,14.33
365,OMP,0.000007,0.369446,0.128931,0.346219,26.71
365,LASSO-ADMM,0.081527,2.514555,1.822488,1.732492,10.05
366,ASL-SR-DPT,0.791300,1.483033,1.143543,0.944297,14.64
366,OMP,0.000000,1.005534,0.210691,0.983213,18.01
366,LASSO-ADMM,0.084801,2.660720,1.952221,1.807834,9.56
367,ASL-SR-DPT,0.824970,1.612637,0.828136,1.383759,13.91
367,OMP,0.000007,1.083794,0.423239,0.997737,17.36
367,LASSO-ADMM,0.097451,1.858770,1.320168,1.308503,12.68
368,ASL-SR-DPT,0.774521,1.429856,0.967228,1.053070,14.96
368,OMP,0.000034,1.246438,0.154062,1.236880,16.15
368,LASSO-ADMM,0.092524,1.605671,1.134250,1.136511,13.95
369,ASL-SR-DPT,0.709012,1.044275,0.395261,0.966581,17.69
369,OMP,0.000000,0.839075,0.018071,0.838881,19.59
369,LASSO-ADMM,0.090296,1.082266,0.551249,0.931355,17.38
370,ASL-SR-DPT,0.801387,0.835882,0.001997,0.835879,19.62
370,OMP,0.000000,0.837294,0.234380,0.803821,19.60
370,LASSO-ADMM,0.078479,0.908279,0.394132,0.818309,18.90
371,ASL-SR-DPT,0.627245,0.736946,0.205205,0.707800,20.71
371,OMP,0.000000,1.056170,0.388615,0.982076,17.59
371,LASSO-ADMM,0.097909,1.013258,0.592297,0.822117,17.95
372,ASL-SR-DPT,0.681254,0.792608,0.231515,0.758043,20.08
372,OMP,0.000000,0.764684,0.070760,0.761403,20.39
372,LASSO-ADMM,0.079421,1.103571,0.649141,0.892460,17.21
373,ASL-SR-DPT,0.601779,0.594217,0.147839,0.575532,22.58
373,OMP,0.000000,0.709521,0.234668,0.669590,21.04
373,LASSO-ADMM,0.081725,1.028241,0.573361,0.853543,17.82
374,ASL-SR-DPT,0.527230,0.552635,0.075119,0.547506,23.21
374,OMP,0.000000,0.899645,0.122476,0.891269,18.98
374,LASSO-ADMM,0.081883,0.803879,0.494104,0.634099,19.96
375,ASL-SR-DPT,0.542879,0.453752,0.182793,0.415304,24.93
375,OMP,0.000000,0.605411,0.049678,0.603369,22.42
375,LASSO-ADMM,0.075469,0.760186,0.474785,0.593685,20.44
376,ASL-SR-DPT,0.465165,0.656060,0.002709,0.656054,21.72
376,OMP,0.000000,0.852602,0.196408,0.829671,19.45
376,LASSO-ADMM,0.086313,0.660582,0.346735,0.562266,21.66
377,ASL-SR-DPT,0.574291,0.672669,0.374426,0.558827,21.51
377,OMP,0.000000,0.966869,0.062281,0.964861,18.35
377,LASSO-ADMM,0.092538,0.891188,0.588127,0.669568,19.06
378,ASL-SR-DPT,0.647352,0.671517,0.018806,0.671253,21.52
378,OMP,0.000000,0.665058,0.224447,0.626039,21.60
378,LASSO-ADMM,0.071153,0.905703,0.422832,0.800944,18.92
379,ASL-SR-DPT,0.644188,0.821158,0.457529,0.681885,19.77
379,OMP,0.000000,1.274165,0.144541,1.265940,15.96
379,LASSO-ADMM,0.082657,1.105455,0.660756,0.886246,17.19
380,ASL-SR-DPT,0.504564,0.619731,0.183433,0.591962,22.22
380,OMP,0.000000,0.861430,0.339159,0.791854,19.36
380,LASSO-ADMM,0.091979,0.870048,0.549095,0.674892,19.27
381,ASL-SR-DPT,0.566894,0.632267,0.268412,0.572465,22.04
381,OMP,0.000000,0.828033,0.168507,0.810706,19.70
381,LASSO-ADMM,0.086607,1.072037,0.637756,0.861703,17.46
382,ASL-SR-DPT,0.435296,0.661357,0.215755,0.625174,21.65
382,OMP,0.000000,0.847703,0.171083,0.830260,19.50
382,LASSO-ADMM,0.090118,1.017478,0.609442,0.814764,17.91
383,ASL-SR-DPT,0.846729,1.358735,0.776420,1.115048,15.40
383,OMP,0.000000,0.960349,0.124477,0.952248,18.41
383,LASSO-ADMM,0.079844,1.884273,1.260676,1.400421,12.56
384,ASL-SR-DPT,0.742710,1.873596,1.064226,1.542007,12.61
384,OMP,0.000035,0.689951,0.017085,0.689740,21.29
384,LASSO-ADMM,0.089217,2.362789,1.478367,1.843151,10.59
385,ASL-SR-DPT,0.956433,1.623998,1.052524,1.236755,13.85
385,OMP,0.000041,0.755243,0.052755,0.753398,20.50
385,LASSO-ADMM,0.098036,2.529749,1.735524,1.840540,10.00
386,ASL-SR-DPT,0.636538,1.154426,0.851672,0.779330,16.81
386,OMP,0.000000,0.608871,0.045116,0.607197,22.37
386,LASSO-ADMM,0.087354,2.437614,1.680712,1.765550,10.32
387,ASL-SR-DPT,0.543851,1.234112,1.068395,0.617708,16.23
387,OMP,0.000000,0.618510,0.168289,0.595175,22.23
387,LASSO-ADMM,0.086094,2.410468,1.851280,1.543735,10.42
388,ASL-SR-DPT,0.625563,1.662907,1.361718,0.954455,13.64
388,OMP,0.000000,0.860039,0.434389,0.742276,19.37
388,LASSO-ADMM,0.083283,2.563730,1.909268,1.710967,9.88
389,ASL-SR-DPT,0.683912,1.588358,1.192093,1.049664,14.04
389,OMP,0.000000,0.741392,0.085053,0.736497,20.66
389,LASSO-ADMM,0.088855,2.488305,1.836751,1.678692,10.14
390,ASL-SR-DPT,0.641057,1.503509,1.091535,1.033968,14.52
390,OMP,0.000000,0.606437,0.031074,0.605640,22.41
390,LASSO-ADMM,0.089065,2.517052,1.814400,1.744564,10.04
391,ASL-SR-DPT,0.967730,1.780782,1.275846,1.242337,13.05
391,OMP,0.000000,1.498425,0.484418,1.417963,14.55
391,LASSO-ADMM,0.100130,2.247299,1.637368,1.539279,11.03
392,ASL-SR-DPT,0.746232,1.539779,0.870922,1.269809,14.31
392,OMP,0.000000,1.449150,0.193727,1.436143,14.84
392,LASSO-ADMM,0.091789,2.014052,1.379678,1.467274,11.98
393,ASL-SR-DPT,0.794189,1.461066,0.581225,1.340481,14.77
393,OMP,0.000000,0.744924,0.021123,0.744625,20.62
393,LASSO-ADMM,0.083008,1.798388,0.978665,1.508780,12.96
394,ASL-SR-DPT,0.879598,0.938329,0.125985,0.929832,18.61
394,OMP,0.000000,1.013788,0.115711,1.007162,17.94
394,LASSO-ADMM,0.070995,1.375474,0.775845,1.135779,15.29
395,ASL-SR-DPT,0.634825,1.298906,0.672252,1.111411,15.79
395,OMP,0.000000,0.818836,0.154230,0.804180,19.80
395,LASSO-ADMM,0.088971,1.562113,1.002298,1.198164,14.19
396,ASL-SR-DPT,0.634965,0.815628,0.373453,0.725108,19.83
396,OMP,0.000000,0.795941,0.024936,0.795551,20.04
396,LASSO-ADMM,0.080366,1.384307,0.861459,1.083603,15.24
397,ASL-SR-DPT,0.531543,0.649881,0.124719,0.637801,21.81
397,OMP,0.000019,0.801711,0.121711,0.792418,19.98
397,LASSO-ADMM,0.080923,1.528054,0.975439,1.176209,14.38
398,ASL-SR-DPT,0.533308,0.803472,0.529436,0.604372,19.96
398,OMP,0.000030,0.706265,0.071174,0.702669,21.08
398,LASSO-ADMM,0.088705,1.691835,1.134571,1.255011,13.49
399,ASL-SR-DPT,0.663626,0.670415,0.382514,0.550582,21.53
399,OMP,0.000000,0.662933,0.061208,0.660101,21.63
399,LASSO-ADMM,0.077745,1.686119,1.138362,1.243836,13.52
400,ASL-SR-DPT,0.550306,0.919071,0.630334,0.668858,18.79
400,OMP,0.000034,0.757142,0.061986,0.754601,20.48
400,LASSO-ADMM,0.076918,1.644108,1.085801,1.234555,13.74
401,ASL-SR-DPT,0.509157,1.031051,0.707430,0.750073,17.80
401,OMP,0.000000,0.780368,0.127211,0.769930,20.22
401,LASSO-ADMM,0.085152,1.854506,1.315973,1.306678,12.70
402,ASL-SR-DPT,0.564343,1.214020,0.749517,0.955023,16.38
402,OMP,0.000000,0.584997,0.051217,0.582751,22.72
402,LASSO-ADMM,0.082746,2.014305,1.343381,1.500917,11.98
403,ASL-SR-DPT,0.708007,1.193120,0.749405,0.928400,16.53
403,OMP,0.000000,0.532737,0.030685,0.531853,23.53
403,LASSO-ADMM,0.076549,2.325993,1.596532,1.691547,10.73
404,ASL-SR-DPT,0.630649,1.595941,1.175444,1.079517,14.00
404,OMP,0.000000,0.896061,0.219295,0.868813,19.02
